film_id,num_user,num_critic,imdb_score,num_votes,facebook_likes
1182,217,91,6.69999981,31080,0
3846,288,421,7.0999999,188652,22000
1160,403,114,6.0999999,42664,0
2406,32,45,6.4000001,4180,264
4168,554,326,6.69999981,184561,123000
2112,903,212,7.30000019,168314,12000
4673,125,322,7.0999999,28845,10000
2682,2367,434,6.0999999,240396,0
3697,85,212,6.30000019,32697,0
3910,47,95,4.69999981,6531,0
1954,376,207,5.80000019,89557,0
2520,31,71,6.0999999,3228,244
3073,192,209,7.30000019,194489,12000
4829,46,81,6.69999981,4654,18000
243,113,71,8.19999981,12611,0
209,881,211,8.30000019,507063,35000
1778,841,283,7.9000001,149414,0
1457,167,110,5.69999981,25346,470
2249,400,193,6.19999981,84131,0
2908,211,161,5.0999999,49721,0
3032,120,186,6,27664,472
4587,731,535,8.5,399138,129000
210,91,40,7.30000019,16323,0
3649,200,324,7.5999999,127842,49000
3070,414,323,7.30000019,152591,0
1175,114,47,6.5999999,6782,860
932,560,153,7.9000001,189032,0
3424,1229,451,7.69999981,392474,18000
4540,802,422,7.5,354228,65000
3323,310,219,6.80000019,121432,10000
2764,4,6,4.80000019,443,42
3018,171,128,4.5,43795,0
4858,83,148,6.0999999,39440,15000
1145,39,63,6,8309,315
3865,517,466,7.0999999,149066,24000
1401,259,148,6.4000001,44816,0
4713,186,256,5.80000019,39956,24000
2812,401,219,6.69999981,98693,0
4631,4,4,5.69999981,80,18
4390,9,46,4.0999999,794,447
2819,18,62,3.29999995,4600,238
2657,90,112,6.69999981,14325,0
1103,307,158,7,71708,0
1390,74,46,6.5,3562,0
1365,358,187,7,140499,0
3857,115,138,4.80000019,29147,0
3310,20,49,5.9000001,8265,545
4519,144,148,4.9000001,35965,11000
1228,2968,315,8.80000019,1347461,48000
1400,64,63,5.30000019,1977,133
3592,100,249,7.30000019,65877,17000
3625,316,265,6.69999981,189806,16000
387,383,97,6.4000001,41776,0
787,216,92,6.5999999,119675,0
1693,84,64,5.5,12466,304
3602,135,161,5.5,96565,0
3891,348,393,5.9000001,128629,98000
90,471,127,8.39999962,215086,15000
3565,52,81,6.69999981,13874,0
2452,9,3,1.89999998,534,128
760,248,88,6.80000019,123390,0
1536,181,47,5.5999999,25541,0
1603,26,21,6.5,1033,282
3036,101,128,5.80000019,54421,3000
4036,623,457,7,471644,74000
3931,35,88,6.4000001,15665,0
2842,363,299,7.30000019,133367,0
2420,8,27,7.5,291,50
1314,206,39,3.5,4682,129
678,35,14,5.9000001,3119,331
1782,148,109,6.5999999,21613,762
4117,27,24,4.69999981,4265,0
1579,144,100,7.0999999,14786,0
1405,167,100,4.80000019,9338,209
1775,858,232,7.4000001,387616,0
4209,378,350,6.5999999,202967,36000
4257,306,405,7.5,117719,39000
416,64,46,6.9000001,10577,0
1871,141,104,6.9000001,18966,0
4608,5,9,4.9000001,590,161
2449,46,21,6.19999981,2613,445
3908,66,125,6.5,15231,0
3613,26,25,6.4000001,2099,0
4583,3,6,5.5,95,307
172,197,76,8.19999981,19964,0
4848,32,87,7.0999999,2167,0
4884,134,225,5.80000019,23775,73000
2603,24,21,7.69999981,1477,274
564,305,102,7.5,311075,20000
3972,755,552,8,440084,122000
144,5,21,4,161,17
362,308,60,7.19999981,57363,10000
367,228,179,7.30000019,60522,0
3715,366,342,7.30000019,284792,54000
2255,161,117,7.0999999,29715,0
2095,492,211,8,168398,13000
1997,494,153,7.5,54096,0
2947,100,41,5.5999999,9811,1000
2912,230,201,7.5999999,68119,0
3422,91,107,5.19999981,17296,0
4586,96,270,6.30000019,30325,0
3941,66,12,1.70000005,4377,0
2976,72,159,6.5,28573,0
2228,224,86,8.10000038,31943,0
4353,207,253,6.5,87950,15000
1344,1061,288,7.5999999,357275,18000
3622,21,87,7.19999981,6304,0
3499,261,266,6.9000001,110364,0
552,136,74,6.30000019,50389,0
4541,132,208,6.5999999,21370,0
1258,40,16,5.80000019,2295,284
1967,714,136,7.30000019,177828,11000
890,195,93,6.19999981,57140,6000
1031,102,54,5.5999999,5933,387
4361,916,490,7.30000019,325264,112000
3150,162,150,6.69999981,42792,0
4581,309,270,5.69999981,44329,13000
96,344,61,7.5999999,29323,0
3360,188,91,6.30000019,53251,0
793,450,181,4.5999999,49874,0
3101,189,222,7.30000019,152247,0
1164,619,121,7,83560,32000
4352,158,291,6.80000019,57210,13000
3168,151,148,6.0999999,140740,0
1850,55,31,6.5,2419,304
1261,73,49,4.9000001,10883,448
4112,13,29,2.5999999,2978,2000
3597,42,16,2.70000005,5579,0
3198,98,107,4.5,31649,2000
4849,47,79,6.69999981,3077,10000
4010,134,258,6.5,83097,12000
3765,186,348,6.9000001,40425,0
3979,281,324,6.0999999,108843,54000
3239,80,19,6.0999999,10734,887
1318,150,99,5.9000001,18404,0
1235,418,137,7.30000019,59474,0
4662,19,39,5.19999981,6256,936
4176,3,19,7,113,126
237,1191,318,7.9000001,157857,12000
2841,71,118,6.80000019,17436,0
1680,208,119,6.80000019,28542,0
2067,317,111,6.69999981,35718,0
1571,216,116,6.19999981,44168,989
3476,103,111,6.19999981,32002,0
1116,164,97,5.69999981,60910,0
2710,19,38,6.5999999,926,359
2473,90,65,6.4000001,13485,698
1670,344,125,6.0999999,87351,2000
2950,589,377,7.69999981,301279,12000
2681,529,253,7.5999999,186977,13000
2573,47,19,4.19999981,4322,419
4806,89,90,5.4000001,23072,0
1546,248,113,6.30000019,40362,970
1450,91,42,4.9000001,9285,0
1045,1171,167,6.5999999,322395,11000
1058,322,110,6.69999981,94407,0
636,80,33,6,9903,541
3398,214,228,7.0999999,89351,5000
2667,194,200,6.5999999,31890,0
2677,37,56,6.9000001,4862,0
2348,160,104,5.9000001,33887,919
378,569,144,6.5999999,97087,11000
4392,620,521,7.5999999,317542,45000
1213,18,28,5,2448,122
4688,38,48,5.30000019,4486,0
1978,160,101,5.69999981,24183,665
390,99,43,6.19999981,54723,0
4134,162,157,6.5999999,77724,26000
481,133,75,7.80000019,70274,0
1737,749,214,8.69999981,533200,28000
2281,298,98,7,44979,0
2525,64,101,6,25843,941
2381,437,168,7.5999999,248123,10000
1558,463,161,7.30000019,59982,5000
2857,1189,409,6.30000019,184824,12000
2424,3286,359,7.5999999,520104,10000
849,33,30,5,4961,251
2756,46,8,7,3262,377
479,35,15,4.80000019,2308,550
3776,14,14,6.4000001,1338,413
2323,375,116,6.5999999,62584,0
3709,1264,676,7.80000019,431578,81000
3106,438,258,6.5999999,149922,0
413,185,52,7,33597,0
4950,33,5,2.9000001,4398,141
3183,245,263,7.0999999,111117,13000
2313,14,10,5.80000019,480,172
2375,942,239,7.19999981,217373,0
603,11,8,5.9000001,475,123
4487,174,224,7.19999981,49207,30000
3984,208,382,5.5999999,70838,18000
4047,113,119,4.9000001,28629,0
1836,8,12,4.69999981,285,51
1600,85,71,6.9000001,6041,169
2432,518,220,6,80903,0
3997,178,248,6.5,95274,20000
3230,156,191,7,152601,0
762,140,57,6.5999999,42315,0
4566,1,1,8.30000019,30,70
1889,207,81,5.30000019,61966,797
2554,9,11,7.69999981,2097,23
4629,627,371,6.9000001,172965,67000
3553,59,97,6.0999999,19230,0
4179,904,406,7.5999999,421658,58000
2701,172,112,6.9000001,17770,0
3428,142,166,5.5,31918,0
2143,41,24,6.4000001,2588,205
3465,75,117,6.5,47364,0
4066,224,208,5.4000001,53471,29000
2899,310,207,7.4000001,184795,22000
3662,108,223,6.30000019,36145,0
3851,3,7,3.70000005,458,381
4764,116,132,6.5,51326,8000
4648,39,58,5.30000019,7358,0
3831,439,549,7.30000019,205284,22000
665,96,28,7.5,39508,0
2102,26,39,5.5,4247,266
56,116,74,7.0999999,11047,1000
3581,293,221,4.30000019,59581,0
1286,354,85,6.5999999,31227,0
2680,124,90,6.4000001,22604,0
1119,278,88,6.80000019,52805,0
2760,998,211,4.69999981,92789,0
3952,5,13,3.4000001,485,284
3334,129,58,6.30000019,15091,0
3224,43,155,6.19999981,8924,0
3284,39,93,5.5999999,10417,610
3654,245,297,6.30000019,84118,13000
3361,376,287,5.5999999,76303,0
3308,184,148,7.4000001,74476,15000
4413,39,106,6.5999999,13762,0
213,210,56,7.4000001,40277,0
4197,154,203,6.5,82804,15000
4554,64,121,5.80000019,19547,0
4365,48,107,5.69999981,8895,3000
3570,187,197,6.30000019,87768,12000
3248,691,397,6.5999999,158354,11000
4136,41,52,5,7098,0
467,32,21,7,2770,471
601,188,112,7.19999981,55513,0
1232,609,213,7.30000019,123558,19000
2155,86,46,7,7479,857
1246,89,68,6.5,12601,0
344,56,18,7.30000019,5894,0
3751,8,5,7.5,3543,614
3372,20,22,5.9000001,7759,1000
158,63,53,8.10000038,12631,0
4617,289,391,7,115216,44000
2736,3,3,6.5999999,91,144
252,294,121,6.30000019,69534,0
3490,104,87,7.69999981,60460,14000
160,276,120,6.69999981,74249,0
3041,69,160,6.80000019,9264,0
3120,126,129,5.5,63969,0
752,182,79,6.80000019,94435,5000
4753,101,64,5.5999999,21833,0
4842,166,158,6,49671,11000
284,1320,253,8.39999962,610333,37000
1086,141,67,4.80000019,11512,471
1077,126,79,5.80000019,26893,815
288,102,60,6.69999981,10832,0
889,345,72,6,122347,0
349,128,51,6.0999999,35172,0
3819,83,136,6.30000019,43867,0
168,19,14,6.80000019,544,65
1432,101,51,5.30000019,11709,650
4522,100,164,6.0999999,76791,0
124,36,38,6,952,200
4865,84,129,6.4000001,15385,0
3210,33,55,6.9000001,6263,765
38,235,97,8.10000038,40359,0
455,74,65,5.69999981,4288,0
3985,377,487,7.80000019,237848,71000
2563,70,64,6.80000019,9611,864
4133,285,322,7.30000019,67797,30000
4417,19,102,7.30000019,4035,2000
1880,180,79,7.19999981,26730,2000
2132,176,76,4.80000019,26390,713
4771,3,10,7.30000019,139,52
974,28,16,7.4000001,2801,1000
76,1040,290,8.5,422432,18000
4602,1,8,4.9000001,514,158
1966,40,22,5.4000001,1618,63
800,36,36,6.5999999,6375,265
1056,257,71,8,28951,0
4091,71,82,5.30000019,7988,0
781,434,93,7.19999981,99033,0
3240,200,224,6.4000001,54601,23000
1001,81,38,6.4000001,9740,389
453,100,70,5.9000001,10082,0
1556,788,166,6.4000001,72259,0
2465,671,222,6.69999981,70771,0
3135,104,132,6.19999981,32311,0
1168,556,153,6.5,151812,0
4438,187,196,6.30000019,114294,12000
2148,2,,7.4000001,56,32
1495,1344,294,7.19999981,245152,0
805,166,53,5.80000019,48909,0
396,235,81,7.19999981,126907,0
1341,35,28,7.30000019,2601,260
4325,16,60,6.30000019,4265,0
3171,20,35,3.0999999,5463,140
3214,110,222,7,21360,0
3650,64,19,5.69999981,4990,0
2557,229,189,7,36455,0
1020,141,91,7.0999999,46221,0
1138,56,,7.4000001,1465,515
2549,472,174,7.4000001,114797,0
318,1168,302,8.19999981,461609,34000
1595,109,64,7.19999981,8509,420
4803,497,443,6.5,128306,37000
2418,268,124,6.4000001,21225,1000
702,615,136,7.80000019,181749,0
4885,49,125,7.0999999,11744,0
866,93,44,7.0999999,24145,0
4656,265,361,7.0999999,134625,40000
4523,1,5,7.5999999,101,221
146,89,50,6.30000019,12677,414
4792,121,148,5.0999999,26767,0
3051,31,21,4.9000001,2701,153
1099,222,143,7.5,171792,12000
3923,161,270,6.5,101977,0
4791,17,19,5.5,1274,380
4807,17,14,4,859,369
4632,185,172,6.4000001,40568,18000
3739,68,169,4.9000001,16437,0
4962,22,4,7.5,7945,915
1957,539,251,6.80000019,55040,0
4785,1188,556,8.10000038,406020,190000
4207,30,26,6.69999981,6062,0
1059,109,49,6.5999999,9494,515
2294,521,148,2.29999995,37626,1000
975,73,59,6.19999981,16562,697
2160,56,73,7.30000019,8708,345
497,143,51,7.69999981,52846,0
2429,323,239,7.5999999,191998,0
4880,139,196,6.9000001,40862,15000
1543,119,71,4.80000019,19699,387
4307,9,8,4.5,719,128
2565,151,85,5.5,37681,0
2559,110,71,4.9000001,15740,1000
201,760,149,8.69999981,680041,32000
3186,324,341,7,102125,10000
2078,232,69,5.9000001,62861,0
40,175,90,7.69999981,19236,0
2506,403,173,5.5,41763,0
3870,332,349,6.9000001,210548,29000
1874,460,166,6.5,63677,0
4412,76,98,6.30000019,31323,0
47,90,21,7,3167,456
1279,928,163,7.80000019,162037,0
3772,12,21,5.69999981,982,370
1795,149,88,7.30000019,34383,0
3083,25,88,6.5,7794,866
1926,180,127,5.5,42324,846
147,150,78,6.0999999,32378,0
4754,229,280,6.4000001,117739,30000
2937,31,68,8.39999962,2673,116
2247,57,33,6.0999999,9296,458
2991,318,215,6.5999999,150764,0
1618,153,92,6.19999981,17333,0
2074,1055,289,7.5,405973,0
3736,387,340,6.9000001,353442,31000
1240,160,47,7.0999999,19194,0
4931,28,7,7.9000001,2948,3000
4049,2701,813,8.5,1144337,164000
4494,1,2,7,102,58
4391,2,3,5,34,87
1332,73,64,6.69999981,2932,121
3743,103,91,6.19999981,34338,0
3713,45,26,6.5999999,5025,701
4534,548,326,7.80000019,249688,93000
4750,57,84,5.19999981,5637,0
798,214,75,6.80000019,43027,0
751,84,61,6.30000019,62981,0
3228,101,149,7.4000001,27301,0
2750,713,274,7,212167,0
2619,1,2,6.5,110,72
4650,5,1,4.30000019,53,62
3325,31,54,6.4000001,5133,663
2279,486,74,5.4000001,12059,2000
1590,537,140,7.4000001,148490,0
4167,814,476,6.5999999,338087,61000
1715,189,128,5.5999999,39659,792
1653,132,75,4.80000019,47383,1000
4058,1367,645,7.9000001,637246,166000
789,126,44,6.9000001,34427,0
149,124,45,7.19999981,17277,0
4269,32,28,5.4000001,4191,0
154,101,120,8.10000038,17813,0
3677,56,91,4.4000001,22838,0
627,86,51,7.5,21254,788
3473,,,4.30000019,30,16
81,121,70,7.4000001,12981,0
3556,89,195,7.19999981,12411,0
1999,77,105,7.4000001,7559,0
1420,125,94,7.9000001,38215,0
2626,507,202,7.80000019,262153,10000
839,75,47,6.0999999,14066,352
1063,493,125,6.0999999,135601,0
3489,25,13,7.5999999,6429,10000
4290,753,490,7.30000019,362933,115000
1242,148,62,5.5,11003,654
4287,111,273,6.5,24557,13000
3810,58,131,6.4000001,4550,0
4295,347,298,5.9000001,92461,43000
212,310,154,7.5999999,80961,7000
4657,3,63,6.4000001,979,257
1124,373,67,6,44248,0
1897,88,64,6.0999999,21542,977
1888,460,171,6.80000019,237248,0
2537,200,197,7,52421,0
3530,366,390,7.19999981,92237,25000
3571,410,253,5.9000001,131447,19000
4890,14,65,7.5,3302,13000
695,26,5,4.30000019,6701,444
251,90,42,4.9000001,5237,392
1233,346,167,7.5,70084,0
540,112,43,6.80000019,30213,0
4456,26,65,6.5,5900,0
1574,44,43,6.19999981,3080,117
17,29,10,7,1381,60
466,335,203,7,76407,0
1371,65,29,5.9000001,5164,207
950,209,31,7.30000019,6915,599
2170,102,90,5.9000001,18771,702
2754,262,158,5.9000001,65628,0
817,309,91,6.0999999,144337,0
544,380,82,7.5999999,131217,0
4315,79,97,5.80000019,29517,0
3140,290,223,4.80000019,53864,2000
4718,342,253,5.5999999,89770,39000
3307,75,112,5.9000001,15033,0
2797,107,142,8.10000038,81644,11000
1322,419,152,6.80000019,73068,0
2476,5,14,4.30000019,444,68
3113,140,194,6.9000001,61777,0
235,350,124,7.19999981,170027,13000
4177,12,23,6.19999981,1904,332
397,235,81,7.19999981,126916,0
3532,156,159,6.5,74630,13000
4384,836,548,8,266020,92000
1987,264,141,6.4000001,61490,0
3744,279,392,6.5999999,102728,16000
3926,25,57,5.0999999,2551,0
1083,38,19,3.9000001,1721,280
4481,1240,434,5.80000019,200022,71000
3226,166,226,6.30000019,56264,0
4227,75,129,4.5999999,7286,0
4333,1,1,7.80000019,6,53
2668,261,91,6.4000001,116762,0
3726,438,417,6.80000019,159198,38000
2263,140,157,8.10000038,64556,0
2952,154,175,6.0999999,124501,0
3494,211,203,6.5,97775,0
2325,202,62,5.5999999,10472,0
1149,247,94,7.69999981,26832,0
3655,56,112,7,19979,0
2172,116,73,5.19999981,15052,484
1026,21,34,6.5999999,1649,33
415,193,117,6.19999981,101840,0
4628,14,11,3.5,801,358
3806,5,29,6.80000019,154,287
2426,38,41,4,3926,353
254,75,70,5.4000001,3000,902
4710,214,203,6.80000019,48675,16000
4580,351,322,7.19999981,103589,35000
2770,196,133,6.5,63216,0
3646,665,469,6.80000019,264186,30000
3882,11,5,4.5,1642,0
187,252,119,8.30000019,175607,0
184,106,54,7.4000001,13467,0
2884,1902,392,6.19999981,383071,0
4569,85,98,5.5,16987,0
3813,69,136,6.69999981,15775,0
469,383,80,2.79999995,30840,0
1289,546,85,6.5999999,101411,0
2720,1100,341,8.5,844052,49000
170,129,34,7.5999999,6303,0
2572,36,5,6.9000001,2050,0
2615,112,37,3.0999999,9104,110
3803,375,486,7.30000019,145395,23000
1822,695,137,5.19999981,43991,0
4550,471,435,7.80000019,246698,64000
441,96,44,6.30000019,27149,0
503,69,130,6.69999981,4695,0
1877,199,149,7.0999999,24019,983
3250,184,211,6.19999981,41727,0
4191,28,121,6.69999981,2518,1000
4059,1959,673,7.30000019,701607,140000
1758,234,98,5.5999999,30667,0
3381,175,248,6.5,52888,0
1668,118,88,7,4117,0
822,78,42,6.9000001,15885,0
2233,799,267,7.5,264318,0
388,148,131,6.9000001,25332,0
920,21,21,5.4000001,4288,517
3006,34,14,7.5999999,578,588
1221,524,174,5.69999981,89509,2000
2355,247,142,6.5,45900,0
2184,84,43,6.5999999,4285,456
649,129,12,8,23181,6000
4040,108,145,4.0999999,16268,0
1843,216,106,7,44143,4000
1324,22,18,7.30000019,524,73
3585,944,221,4.4000001,76199,13000
2253,458,204,7.69999981,281649,21000
4419,13,5,6.19999981,993,998
3012,871,366,8.19999981,561773,28000
2845,235,151,6.30000019,88714,0
3488,157,196,6.5,80574,12000
49,90,54,7.19999981,9808,1000
191,50,34,7.30000019,9007,661
4968,51,6,7,12417,124
2806,25,16,7.4000001,1311,133
1518,1314,242,8.39999962,534262,39000
4761,131,149,4.5999999,27198,8000
3203,3054,723,7.9000001,886204,33000
4482,384,359,7,200647,24000
3348,66,45,3.5999999,9928,934
2889,801,308,7.30000019,190132,15000
1616,84,73,7.69999981,10672,802
3812,114,110,7.0999999,35514,15000
4186,13,25,5.4000001,3740,0
630,156,61,7.69999981,63923,0
4100,89,170,5.69999981,57266,14000
4084,207,265,5.69999981,104072,15000
4072,101,238,6.69999981,36877,0
2007,21,36,6.5,3548,282
3245,17,39,5.9000001,2050,275
332,376,145,7.69999981,172493,0
2829,,,6.9000001,31,0
2694,2054,352,8.5,873649,29000
1559,619,97,4.5,39788,0
2000,157,124,6.5,45895,1000
1555,232,107,5.5,27580,742
4062,322,371,7.5999999,145270,54000
4781,360,362,7.30000019,175960,43000
2137,1416,288,7.5,113152,0
736,146,77,7.5999999,34520,0
4190,304,349,6.0999999,159868,45000
1312,140,97,5.5999999,9294,251
521,817,186,7.5999999,269033,12000
4092,163,275,6.30000019,67893,18000
221,44,38,7.4000001,6454,733
3317,248,190,5.80000019,52467,0
851,224,85,7.80000019,30618,0
530,365,60,7.9000001,101889,0
64,49,54,8.10000038,9903,863
2586,145,95,7.19999981,34910,0
2436,11,2,5,299,29
1394,602,174,7.5999999,143137,10000
1012,506,157,7.80000019,261069,25000
2649,482,226,7.5,190490,26000
1554,662,187,7.5999999,188887,0
4967,33,9,7.69999981,6053,0
3808,48,191,7.19999981,23756,0
2929,88,146,7.19999981,24104,0
4303,258,376,6.4000001,114241,24000
392,95,29,7,17982,1000
745,115,62,5.80000019,44394,0
2556,118,87,6.5999999,12845,624
2919,1066,330,7.19999981,220475,20000
2930,32,37,6.0999999,6528,0
1295,31,33,6.30000019,2133,182
2948,255,177,5.9000001,99989,0
739,69,42,6.30000019,32544,0
3031,135,165,6.0999999,40469,0
3511,209,225,6.30000019,56402,17000
1765,232,149,6.30000019,28584,675
1435,402,157,7.80000019,160776,0
3095,173,121,4.5,52052,0
4230,7,66,6.9000001,1920,1000
3937,336,355,7.69999981,181025,38000
1982,87,37,5.0999999,15939,0
208,61,39,6.69999981,12666,629
3259,38,24,5.19999981,4866,969
948,234,117,7.80000019,225122,0
322,75,101,6.5999999,6549,934
4752,16,1,2.20000005,292,353
4050,290,225,4.19999981,30570,12000
2618,316,251,7.9000001,132149,5000
4564,79,185,6.80000019,31254,0
483,339,147,7.19999981,92924,19000
3092,189,190,6.80000019,94892,0
1080,88,42,5,7159,247
1474,38,38,5.69999981,7242,0
3925,479,526,6.19999981,199039,82000
3335,44,91,7.0999999,9305,0
3545,451,344,6.4000001,75669,19000
523,119,63,6.5999999,39306,0
3779,181,221,7,106111,49000
777,27,20,5.69999981,2427,127
604,93,68,6,42765,0
4021,524,411,6.80000019,155153,58000
291,394,242,6.0999999,39690,0
1343,822,149,7.9000001,207287,15000
4022,1498,750,7.80000019,522030,80000
3321,383,265,7,141663,20000
4921,6,6,7.19999981,33,187
3811,153,128,5.9000001,48019,13000
2050,204,112,5.0999999,14962,704
1669,376,128,6.9000001,45031,0
1326,683,197,6.4000001,157519,2000
2398,262,120,5.9000001,25883,0
979,256,59,3.70000005,36363,1000
3166,49,78,7.0999999,30587,3000
2656,321,33,8.39999962,70233,0
829,95,47,5.5999999,40346,1000
927,271,119,4.5999999,73539,0
4543,591,403,6.69999981,305008,52000
4776,64,119,7.80000019,28276,31000
1729,888,215,8,123090,4000
2114,836,299,7.5999999,293662,0
1535,63,12,7.19999981,983,100
4139,55,44,8.39999962,30434,5000
2925,117,65,5,15315,915
3199,237,278,7.30000019,112138,12000
1818,81,42,5.5,9868,217
2285,152,94,5.9000001,37479,0
379,96,45,6,22797,0
364,15,17,4,802,79
2798,216,202,6.9000001,54787,0
3836,22,66,5.5999999,1389,0
4881,1,2,6.80000019,90,139
1534,571,168,6.69999981,171568,0
3480,75,138,5.0999999,13026,0
4321,28,122,7.0999999,11347,5000
3223,48,63,4.0999999,4122,0
705,117,44,6.80000019,41310,0
2704,279,363,7,68883,7000
1,88,69,8,10718,691
4636,59,29,6,13279,0
2911,289,234,7.0999999,101386,0
1161,314,103,7,27766,0
4820,20,35,5.69999981,4091,987
1217,77,41,3.79999995,8176,272
3219,188,222,7.4000001,35137,10000
3367,31,90,6.19999981,2437,580
1759,1137,146,7.5,261317,20000
3376,626,334,7.80000019,583341,24000
2865,231,154,7.5,83786,0
1528,261,132,6.5999999,57038,0
2920,383,224,6.4000001,164608,10000
3007,23,30,7.80000019,9689,1000
4697,122,45,7.4000001,15978,15000
609,87,43,6.80000019,83269,0
411,90,54,5.30000019,6143,0
3763,225,290,7.0999999,92599,21000
1280,43,8,5.19999981,1434,27
551,273,114,7.5999999,149108,0
4019,220,173,5,49888,25000
2882,57,88,6.9000001,10896,415
1516,40,19,4.5,2236,193
1200,187,70,6.4000001,18693,0
4869,95,159,6.9000001,13523,0
2311,128,77,5.4000001,42737,781
4111,84,168,5.9000001,60407,11000
3035,119,167,6.69999981,146019,0
335,532,162,4.5999999,28589,0
1519,343,142,5.69999981,47573,881
1373,241,145,6.5,38438,0
1488,138,93,6.4000001,16215,401
2005,2113,271,8.10000038,809474,10000
1137,27,36,6.30000019,1591,75
2330,108,75,6.9000001,10018,0
112,100,27,6.5999999,6484,1000
418,138,38,7.30000019,39451,0
1187,784,199,6.5999999,181225,0
3855,8,,3,125,33
2474,560,196,5.4000001,71153,0
2602,24,30,6.5,1950,360
1816,605,207,6.80000019,97938,0
2918,638,66,8,129799,46000
923,393,142,6.4000001,146134,0
4941,24,1,7.4000001,2258,763
245,217,56,5.9000001,25193,2000
1423,862,197,7.80000019,225102,16000
598,322,67,6.9000001,145257,0
3267,97,160,7.0999999,19147,0
2421,217,127,6.19999981,61321,0
2765,73,82,6.9000001,12160,307
4449,210,228,5.80000019,54101,15000
4623,19,10,7.19999981,744,1000
2719,424,147,5.5999999,65499,0
1922,816,235,8,350698,26000
2833,559,251,7,298590,0
2347,526,351,7.5,84070,0
2370,118,94,5.5999999,30255,743
2846,291,175,6.5,81334,0
3539,125,163,5.5,35888,0
2128,392,191,6.69999981,185338,0
2115,105,74,4.5999999,23408,810
359,647,197,8.39999962,681857,14000
123,128,87,7.4000001,13640,3000
2639,13,40,7.30000019,1290,587
955,142,97,5.80000019,60326,2000
433,331,180,7.30000019,92464,19000
182,251,136,6.80000019,74957,0
2963,235,248,6.4000001,79855,0
2695,631,208,6.80000019,286178,0
2099,514,185,5.9000001,132954,0
4131,16,31,7.5999999,2482,0
1508,231,122,7.69999981,22145,756
3901,3,3,8.10000038,15,66
3409,169,174,6.5,163665,9000
4886,6,15,4,436,378
141,452,143,6.80000019,59941,0
1178,789,145,7,315549,0
1703,157,72,4.9000001,7909,261
799,192,69,7.5,54631,0
1114,752,134,7.19999981,175524,0
813,391,166,8.30000019,623757,0
660,93,37,6.5,17322,853
4503,212,233,5.69999981,47498,10000
4563,17,23,6.30000019,1354,523
2307,6,7,5.4000001,262,11
2737,159,16,6,14486,467
1815,103,80,7.19999981,9395,0
1845,107,103,5.0999999,44885,478
1500,91,82,5.5999999,8070,255
700,86,67,7.5,29385,979
1924,236,121,5.5,30058,800
3342,37,103,4.9000001,5332,431
510,171,84,5.69999981,92106,2000
3152,22,46,6.69999981,2792,371
2739,175,96,7.0999999,46951,0
802,36,23,6.5,3513,423
1081,162,65,5.9000001,18973,0
3072,17,6,5.30000019,922,39
3221,119,130,6,35510,0
2820,1413,323,7.19999981,530870,11000
3459,447,363,7,118684,24000
4812,91,159,6,28621,11000
4195,2,,5.4000001,23,48
2971,545,341,7,248468,0
2935,75,69,7.5,14831,0
1047,53,24,2.79999995,2724,436
192,650,149,9,790926,14000
1869,25,39,6.69999981,1966,97
4060,249,349,8.30000019,170155,60000
2516,172,95,7.5,15337,0
3258,2,,4.5,215,38
1430,93,51,6.30000019,4617,614
3339,194,156,6,76207,0
2823,74,81,6.5,27689,1000
3652,211,186,5.69999981,95437,9000
2844,165,160,7.30000019,37635,0
537,248,98,6.5999999,63855,0
4878,111,177,6,28041,0
409,46,18,4.30000019,1339,220
2981,211,230,6.4000001,166610,0
2813,392,209,6.19999981,86374,3000
122,128,79,8,19026,0
1142,318,156,6.69999981,135404,0
1645,902,246,8.60000038,417971,28000
2488,91,114,6.5999999,18762,708
919,49,30,5.30000019,8005,417
1865,215,105,6.5,28130,0
4206,118,232,6.9000001,36494,11000
1024,7,8,6.30000019,336,67
3287,259,306,7.4000001,124222,23000
1171,182,67,5.9000001,13010,0
2875,111,43,5.80000019,2618,411
95,120,65,7.9000001,15277,1000
4748,30,74,4.5,1758,0
1511,1171,205,8.19999981,610568,29000
3690,47,88,4.4000001,19671,0
1211,1015,206,7.4000001,181737,10000
943,12,25,6,1427,88
3468,176,203,5.5999999,75347,0
39,113,61,7.4000001,10791,0
2923,127,201,7.19999981,32188,0
329,228,118,7.19999981,71217,0
4098,3,1,6.19999981,292,14
629,39,19,6.80000019,3665,247
1364,643,181,5.5,145350,0
3824,583,576,8,190030,30000
372,89,52,7.4000001,12980,845
1613,34,25,6,709,139
1610,593,250,8.10000038,585659,0
3909,4,6,5.5999999,385,389
501,374,144,5.9000001,29629,0
452,258,159,5.5,19234,0
267,44,24,3.4000001,1955,438
626,189,37,6.5999999,200077,0
4218,2536,733,7.19999981,548573,118000
3421,452,391,7.4000001,270238,19000
4527,102,156,7.30000019,45580,18000
3820,219,359,7.4000001,68211,14000
2847,117,192,6.69999981,44208,0
3247,22,53,6.5,2646,535
1764,388,104,3.29999995,17309,612
994,30,34,6.9000001,5275,508
3071,248,198,6,73368,0
1335,267,67,6.4000001,35312,0
3019,98,135,6.5,61269,0
2917,10,28,6.5,739,339
4946,83,27,7.69999981,42402,0
1699,207,140,5.5999999,62272,2000
4774,117,202,6,58752,21000
4200,12,10,3.4000001,761,566
